#I; AV_NDA; AV_MLP; AV_EM; AV_BH; AV_NA; AV_PP; AV_JC; AV_JL; AV_JLM; AV_FA; AV_FF; EV_NDA; EV_MLP; EV_EM; EV_BH; EV_NA; EV_PP; EV_JC; EV_JL; EV_JLM; EV_FA; EV_FF; VOTE; AGE; SEXE; ETUDE; PROF; AV; EV; OF
10; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 0.864722612495; 0.277862870051; 0.27391468057; 0.0; 0.0; 0.0; 0.253446526107; 0.0; 0.258935827498; EM; 50; F; S; PUB; 2; 2; 4; 
11; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0; 0.0; 0.224772284316; 0.959091814511; 0.322748483564; 0.500817156532; 0.0; 0.5052823141; 0.892589066921; 0.0; 0.0; BH; 18; M; S; CHO; 4; 2; 2; 
12; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.758999599628; 0.927601809955; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; MLP; 50; F; S; PUB; 0; 1; 1; 
13; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.620432146889; 0.918975369253; 0.0; None; 0.0; 0.0; None; None; 0.0; None; 1.0; FF; 60; F; S; ART; 3; 3; 1; 
14; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0.0864118349919; 0.0; 0.261838274046; 0.386061519178; 0.0919490627733; 0.274646773019; 0.0832927953765; 0.278750750806; 0.75007627651; 0.094418439651; 0.0973531714957; JLM; 40; M; S; ART; 1; 3; 2; 
15; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; -0.0846407044842; 1.0; 1.0; 0.0336754276999; 0.0343760728175; 0.030127509329; 0.0; 0.0279116098766; 0.03075249915; 0.036028062212; EM; 60; M; S; RET; 0; 0; 4; 
16; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0.125347522183; 0.0; 0.49829532029; 0.704540898947; 0.575652222238; 0.660002146782; 0.0871942069605; 0.486580100152; 0.844154042536; 0.0225292242295; 0.0160753391119; JLM; 30; M; S; PUB; 3; 1; 2; 
17; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0.0; 0.0; 0.890537559914; 0.357564552872; 0.0; 0.0157930360232; 0.0289273797317; 0.0; 0.0486848803665; 0.0195260404362; 0.291319327093; EM; 70; M; S; RET; 2; NSPP; 1; 
18; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.888186745896; 0.499343166482; 0.202557740038; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.966239299064; FF; 40; M; S; ART; 3; 3; 3; 
19; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0.765254601965; 0.764212932744; 0.756481760636; 0.0; 0.0; 0.0; 0.0; 0.500048356278; 0.0; 0.018258042138; 0.786861667376; FF; 60; M; S; RET; 3; 1; 3; 
20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.852353708027; 0.265635009798; 0.0791238610106; 0.0926719492123; 0.0944727458668; 0.0701633989129; 0.0629606275489; 0.492908386861; 0.0318444243806; 0.052125480426; 0.966901447993; FF; 50; F; S; ART; 4; 2; 3; 
21; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0.491538574003; 0.0290923882286; 0.681498550479; 0.234693968606; 0.0; 0.49144627526; 0.498941207843; 0.501742761213; 0.342256862948; 0.505454955117; 0.699622291192; FF; 50; F; S; PRI; 3; 3; 2; 
22; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; None; None; None; 0.57601217409; 0.0370553809967; 0.0354950260117; None; None; 0.872013650953; None; None; JLM; 40; M; S; PRI; 4; 4; 2; 
23; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0.0786520444985; 0.0; 0.15944124104; 0.855123866633; 0.080290657651; 0.595007984556; 0.0383801734211; 0.0302743988685; 0.885385122121; 0.0146322090778; 0.0166623002358; JLM; 40; M; S; PUB; 2; 4; 2; 
24; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0.496706947932; 0.0; 1.0; 0.215366537177; 0.205375053066; 0.206079629026; 0.180143031188; 0.19301854234; 0.187431004122; 0.187734640741; 1.0; FF; 30; M; S; CHO; 4; 2; 2; 
25; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 0.371217176688; 0.875968710629; 0.606985271639; 0.711893401933; None; None; 0.802069511469; None; 0.0331603008251; JLM; 18; F; S; PUB; 3; 3; 1; 
26; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0302299947119; 0.0; 0.44720656466; 1.0; 0.46467213134; 0.503602369906; 0.0; 0.0; 0.952463527075; 0.0; 0.0; JLM; 30; F; S; PUB; 3; 2; 2; 
27; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0712288670199; 0.0; 0.49990287058; 1.0; 0.0853023321958; 0.0818406707677; 0.0688400736874; 0.0672979353476; 0.932729308897; 0.0500230150053; 0.0426044966149; JLM; 30; M; S; PRI; 3; 4; 1; 
28; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.094878240162; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0788729761434; 0.0; 0.0; EM; 50; F; S; PUB; 3; 3; 2; 
29; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.568582222161; 0.0; 0.753284634129; 0.0; 0.261045617068; 0.0; 0.262183964795; 0.262623200731; 0.0; 0.262683427231; 0.265492285485; EM; 60; F; S; RET; 3; 2; 3; 
30; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.0283018867925; 0.0; 0.622723408633; 0.763877071246; 0.308712527845; 0.437597349071; 0.019264340504; 0.228336168534; 0.95270961869; 0.0; 0.0; JLM; 60; F; S; RET; 2; 1; 3; 
31; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.501495675819; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; EM; 60; M; S; RET; 4; 2; 3; 
32; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 0.253937117116; 1.0; 0.753503696663; 0.74535441192; 0.223650147929; 0.0; 0.510733253707; 0.0; 0.0; BH; 30; F; S; PUB; 2; 3; 2; 
33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; None; None; None; None; None; None; None; None; None; None; None; FF; 70; F; 2; RET; 3; 3; 3; 
34; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 0.0; 0.67689518828; 0.320269475535; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; PP; 40; F; S; PUB; 3; 3; 2; 
35; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.210937528777; 0.0; 0.580186452075; 0.57782440378; 0.208508345213; 0.208381110886; 0.101809831125; 0.358653646044; 0.56505893965; 0.049530200617; 0.118389569551; EM; 50; M; S; PUB; 3; 3; 2; 
36; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0.0607789997475; 0.0; 0.857894626751; 0.528616475525; 0.312156950841; 0.31711901344; 0.0; 0.0; 0.0; 0.0; 0.0; EM; 60; F; 2; RET; 3; 4; 3; 
37; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1.0; None; 1.0; 0.0; 0.0; 0.0; None; None; 0.0565914114187; None; 0.973474952134; FF; 60; F; S; PUB; NSPP; NSPP; NSPP; 
38; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.825591153307; None; None; None; None; None; None; None; None; None; 0.808628540878; FF; 60; NSPP; S; RET; 2; 1; 1; 
39; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0.0; 0.0; 0.0; 1.0; 0.748828305445; 0.756397665746; 0.0; 0.496903827231; 0.605051298701; 0.0; None; BH; 30; M; S; ART; 4; 3; 2; 
40; 1; 1; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0.621020994536; 1.0; 0.0282087447109; 1.0; 0.983061385841; 0.507008949411; 0.507884895125; 0.508205814698; 1.01733879664; 0.509478019112; 0.0130171599339; MLP; 60; F; S; PUB; 3; 3; 3; 
41; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0.0262662039444; 0.0290864647177; 0.499943709756; 0.751638185466; 0.251994677269; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; JLM; 30; F; 2; PUB; 3; 4; 3; 
42; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0.421245255746; None; 0.902396442091; 0.646206677066; 0.722404998529; 0.807368544436; 0.207149333927; 0.186932158243; 0.772063633616; 0.200772283571; 0.364199955753; EM; 30; M; S; PRI; 4; 2; 1; 
43; 1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 0.016489567113; 0.0174691452456; 0.965700968494; 0.500409537114; None; 0.501601517029; None; None; 0.499316677658; None; 0.0155657440426; EM; 30; M; S; PRI; 3; 2; 3; 
44; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.500199738042; 0.705060235704; 0.498895121667; 0.0; 0.0; 0.0149860502631; 0.0181278652453; 0.550391899545; 0.61926232024; 0.0; 1.0; FF; 60; F; S; RET; 3; 2; 4; 
45; 0; 0; 0; 1; 1; 1; 0; 1; 1; 1; 0; 0.497038239728; None; 0.0567320186511; 0.585754577199; 0.720172542854; 0.750682916; None; 0.815099494791; 1.0; 0.955509980379; None; JLM; 30; M; S; PRI; 4; 3; 1; 
46; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.184372900637; 0.0; 0.0670436237676; 0.0; 0.0; 0.0329365098545; 0.0; 0.0; EM; 50; F; S; PRI; 3; 1; 1; 
47; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.740881116515; 0.0; 0.0; 0.0; 0.00564400640216; 0.27986675639; 0.0; 0.0; EM; 70; F; S; RET; 1; 1; 4; 
48; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 0.240595139232; 0.233099482553; 0.900170955256; 0.217449885134; 0.0; 0.0; 0.876889301697; 0.672807172918; 0.23169971843; 0.809644693448; 0.903244528792; EM; 40; F; S; PUB; NSPP; NSPP; NSPP; 
49; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.218447135941; 0.0163256373783; 0.987124832454; 0.500846107239; 0.0; 0.017731187852; 0.0134267250339; 0.502291356356; 0.0200315452601; 0.0; 0.504048992609; EM; 18; M; S; ETU; 3; 3; 4; 
50; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 0.502132501773; 1.0; 0.266754706599; 0.295127142783; 0.0; 0.0; 0.300801885682; 0.0; 0.0; BH; 40; M; S; PRI; 4; 4; 3; 
51; 1; 1; 1; 1; 1; 1; 1; 0; 0; 0; 1; 0.0; 0.0; 1.0; 0.489406612091; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.488730502863; EM; 70; F; S; PUB; 3; 0; 2; 
52; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; None; None; 0.129172869366; 0.499417328188; 0.116108883009; 0.496000912422; None; None; 1.0; None; None; JLM; 30; M; S; PRI; 3; 3; 2; 
53; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.120317199745; 0.586132437159; 0.0920561215251; 0.0886518245092; 0.0801312627066; 0.0919387247133; 0.107766709112; 0.11653435969; 0.119474075489; 0.106153760939; 0.945712241059; FF; 70; M; S; RET; 2; 1; 0; 
54; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.054569118318; 0.0472214044403; 0.865662314901; 0.574219694378; 0.0284542074801; 0.0566248850534; 0.0707626483085; 0.0722150457065; 0.37848513166; 0.0314641808519; 0.0322653821792; EM; 70; M; S; RET; 2; 2; 3; 
55; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0.0; 0.0; 0.426662969646; 0.771263548423; 0.416110317542; 0.403899664963; 1.0; 0.789047674596; 0.421496036161; 0.498878242371; 0.419005493905; JC; 40; F; S; PRI; 3; 2; 2; 
56; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.717810590881; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; EM; 50; M; S; ART; NSPP; 4; 1; 
57; 0; 0; 0; 1; 1; 1; 0; 0; 1; 1; 0; 0.55272805011; 0.0; 0.103264199859; 0.772458595432; 0.642859110781; 0.742958921675; 0.49869382638; 0.492853462221; 0.963327217002; 0.552376532373; 0.0; JLM; 30; F; S; PUB; 3; 2; 1; 
58; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0; 0.0; 0.38260720034; 0.739633949327; 0.0; 0.0; 0.157413445947; 0.156338236779; 0.843756438595; 0.0; 0.0; JLM; 30; M; S; PUB; 3; 4; 1; 
59; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; None; None; None; 0.843237620649; 0.655867836656; 0.660773915869; None; None; 0.9463469409; None; None; JLM; 30; M; S; CHO; 3; 1; 3; 
60; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.49146251881; 0.0; 0.0; EM; 50; M; S; PRI; 3; 3; 2; 
61; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; None; None; None; 1.0; None; None; None; None; 0.695748170902; None; None; JLM; 30; M; S; ART; 2; 4; 1; 
62; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0.593916667707; 0.923755299069; 0.0; 0.0078504319936; 0.0282179292381; 0.017023657289; 0.022697438069; 0.022701793722; 0.0270815535758; 0.00813026333794; 1.0; FF; 60; F; S; RET; 2; 2; 4; 
63; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.098379259654; 0.0302900182033; 0.746711467434; 0.745618439258; 0.525321153914; 0.526754989803; 0.269381649277; 0.155792174324; 0.690887720272; 0.355931261011; 0.104226701356; EM; 70; M; S; RET; 3; 2; 3; 
64; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0.49180199937; 0.486008128764; 1.0; 0.00325436784577; 0.0; 0.487237529143; 0.497553943974; 0.487297290162; 0.0; 0.506641933244; 0.979033994414; EM; 70; M; S; RET; 2; 4; 2; 
65; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0.0469962295005; None; 0.729867871397; 0.928255818626; 0.0706455221518; 0.418183530535; 0.0; 0.195953173025; 0.313429189667; 0.0; 0.0; EM; 40; M; S; PRI; 4; 3; 1; 
66; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; None; 0.239675874993; 0.897346531186; 0.724859881735; 0.504603319916; 0.50003784784; 0.146097406725; 0.743802437385; 0.381382379035; 0.499630796652; 0.277855863545; EM; 70; F; S; RET; 3; 2; 4; 
67; 0; 0; 0; 1; 1; 1; 1; 1; 1; 0; 0; 0.495202640319; 0.0; 0.0; 0.254320951701; 0.247642750887; 0.248704832074; 1.0; 0.735787262482; 1.0; 0.488805117847; 0.0; JLM; 30; F; S; PUB; 2; 2; 2; 
68; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.181660854376; 0.0; 1.0; 0.715225491775; 0.0382367036842; 0.0473589109111; 0.215845874568; 0.579909368512; 0.208423145683; 0.214384556391; 0.50010408468; EM; 50; M; S; PUB; 3; 3; 4; 
69; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.679803050116; 0.0; 0.0; 0.0; 0.0; 0.244026557029; 0.0; 0.0; EM; 70; M; S; RET; 1; 3; 2; 
70; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 0.505894302273; 0.854391973386; 0.196628352221; 0.200252710315; 0.0; 0.0; 0.0994140653058; 0.0; 0.0; BH; 70; M; 2; RET; 3; 2; 1; 
71; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1.0; 0.0; 0.499657269155; 0.0; 0.0; 0.519144238666; 0.0; 0.533883290429; 1.0; 0.51556967602; 0.0; NDA; 30; F; S; PRI; 3; 1; 3; 
72; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0; 0.0; 0.551644486541; 0.895630129012; 0.4958858221; 0.498317645632; 0.497064363212; 0.496976353391; 0.723288666011; 0.495832770981; 0.165908338926; JLM; 18; M; S; PRI; 4; 3; 1; 
73; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 0.0; 0.67711915364; 0.640148058006; 0.783197382954; 0.0183474587121; 0.0168214530306; 0.980877897537; 0.0; 0.0; JLM; 18; F; S; ETU; 2; 3; 2; 
74; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; None; None; None; 1.0; None; None; 0.496277019086; None; 1.0; None; None; JLM; 50; F; S; PUB; 3; 0; 0; 
75; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0.248869960995; 0.0; 0.259219406077; 0.883186660272; 0.252680012669; 0.890411821669; 0.0; 0.0; 1.0; 0.0; 0.0; JLM; 40; F; S; PUB; 3; 3; 2; 
76; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; None; None; 0.49984288824; 0.971115786479; None; None; None; None; 0.723958848762; None; None; BH; 18; F; S; PRI; 1; 3; 2; 
77; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0.656343566293; 0.632137443348; 0.65092977187; 0.649424183995; 0.238739286088; 0.172965759846; 0.490485672462; 0.497785160197; 0.500996103046; 0.500412443833; 0.649416304735; BH; 30; M; S; ART; 4; 2; 3; 
78; 0; 0; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.511986303569; 0.652394868203; 1.0; 0.0313130476633; 0.0; EM; 60; F; S; PUB; 3; 3; 1; 
79; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0.491442972505; 0.0292024723024; 0.981664272303; 0.768376053596; 0.496628407651; 0.491608074831; 0.509847011017; 0.296311454247; 0.870847158972; 0.507698025451; 0.505730200914; EM; 50; F; S; ART; 3; 3; 3; 
80; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0.574005841475; 0.0329647413339; 0.952931240717; 0.625125113382; 0.0533694075627; 0.503582484184; 0.121945087204; 0.119608916118; 0.267724082443; 0.0446633802206; 0.498323378452; EM; 40; M; S; PUB; 3; 3; 3; 
81; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.256456571846; 0.0; 0.750226749927; 0.237669315978; 0.0; 0.0; 0.00507040462377; 0.241256680651; 0.250510254338; 0.0; 0.252259047484; EM; 60; M; S; PRI; 3; 4; 1; 
82; 0; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0; None; None; 0.514266314855; 0.719981824219; 0.255672776646; 0.594749342621; None; 0.269869824033; 0.270971094091; None; None; EM; 40; F; S; PRI; 4; 2; 1; 
83; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0.121245449562; 0.00931832642289; 0.33173357566; 0.497974542562; 0.498764134547; 0.56507013021; 0.0623545676457; 0.500856499063; 0.722453830004; 0.429860084121; 0.0; PP; 18; M; S; PRI; 3; 2; 1; 
84; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; None; None; None; 0.832974294646; 0.497665346841; 0.497956677533; None; None; 0.968365105172; None; None; JLM; 60; F; S; RET; 3; 2; 2; 
85; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.0; 0.0; 0.885986577652; 0.703584355116; 0.495788442942; 0.488957055745; 0.491026451603; 0.496282334205; 0.924304768793; 0.492761101894; 0.183379050949; JLM; 50; M; S; PRI; 3; 4; 3; 
86; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 0.0; 0.503656116386; 0.517313059685; 0.570936036185; 0.234247673003; 0.0; 1.0; 0.0; 0.0; JLM; 50; F; 2; PUB; 2; 3; 2; 
87; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.110005372668; 0.0; 0.712453216976; 0.710091340289; 0.0; 0.181917993758; 0.195173251207; 0.196473219272; 0.737448414534; 0.743358712943; 0.0; EM; 60; F; S; RET; 3; 3; 3; 
88; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.161849898697; 0.0226162940118; 0.174878240172; 0.0269074526341; 0.0; None; 0.0169989077007; 0.0170090645015; 0.0; 0.0; 0.207629502584; FF; 30; F; S; PRI; 3; 2; 1; 
89; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.508623925497; 0.0; 0.0; 0.501839285415; 0.493888571276; 0.498864205542; 0.0; 0.0; 1.0; 0.0; 0.0; JLM; 70; M; S; RET; 1; 0; 2; 
90; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0.0527261437307; 0.0; 0.731855167153; 0.489563939805; 0.147226126919; 0.0536234282662; 0.0553453182835; 0.0529480218826; 0.908017222312; 0.160092297741; 0.0; JLM; 30; M; S; PUB; 1; 3; 2; 
91; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.437831050684; 0.0; 0.852946320801; 1.0; 0.412128546594; 0.407021633493; 0.402597561807; 0.392938562251; 0.890906173719; 0.370036425777; 0.101508707355; BH; 18; F; S; PRI; 3; 4; 1; 
92; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0.0; 0.0; 0.498175698616; 0.687230837312; 0.852638731149; 0.938424617734; 0.496747342607; 0.501810391487; 1.0; 0.0; 0.0; JLM; 60; M; S; PRI; 3; 4; 0; 
93; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; None; None; None; None; None; None; None; None; 0.497425463454; 0.903394203371; None; FA; 30; M; S; ART; 2; 3; 0; 
94; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0.11405900085; 0.112715792302; 0.970833237717; 0.685757335289; 0.589379507403; 0.582448869168; 0.0414723898897; 0.0383364295026; 0.660012169543; 0.0; 0.0428832898873; EM; 70; M; S; RET; 1; 3; 3; 
95; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0.0; 0.0; 0.234829216108; 0.898144126286; 0.493883476585; 0.600784806996; 0.674317807721; None; 0.949964535832; None; None; JLM; 30; M; S; PRI; 3; 4; 2; 
96; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 0.745137036352; 1.0; 0.0; 0.0; 0.0; 0.500254433476; 0.402903607384; 0.0; 0.0; BH; 18; M; S; ETU; 3; 3; 3; 
97; 1; 1; 1; 1; 0; 0; 0; 0; 0; 1; 0; 0.614697429651; 0.68407865252; 0.680967266387; 0.898682572628; None; 0.0; 0.0389658802221; 0.0341184239489; 0.50249470723; 0.868753400247; 0.0; BH; 18; M; S; PRI; 1; 3; 1; 
98; 1; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0.959269318579; 0.702071623605; 0.739832084423; 0.722347334552; 0.723346133009; 0.776146935035; 1.0; 0.937738429771; 0.783557949642; 0.929262181944; None; NDA; 60; M; S; PUB; 3; 3; 3; 
99; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0.500700153032; 0.0; 1.0; 0.582823832763; 0.499000008728; 0.502961310124; 0.0; 0.502759210462; 0.765908889877; 0.499628657322; 0.0; EM; 18; F; 2; ETU; 3; 2; 2; 
100; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0.0946379220902; 0.0; 0.102575087925; 1.0; 0.109581826876; 0.114864304871; 0.0; 0.122158223357; 0.967805558102; 0.264673455238; 0.0; JLM; 18; M; S; ETU; 3; 3; 0; 
101; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.372404538571; 0.0; 0.759341363544; 0.821909383926; 0.35194078774; 0.346861098269; 0.350506915336; 0.597092905602; 0.943332904894; 0.504759357041; 0.0640421640075; JLM; 18; M; S; ETU; 3; 3; 2; 
102; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0.0; 0.0; 1.0; 0.487845769033; 0.0; 0.0; 0.0; 0.50776156842; 0.0; 0.0; 0.0; EM; 70; F; S; RET; 3; 3; 4; 
103; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0.490235969179; 0.0; 0.638197112212; 0.757947666524; 0.0874523268552; 0.0841844453075; 0.399985400606; 0.10343365833; 0.572386045996; 0.184176022319; 0.0965194747571; BH; 18; F; S; PRI; 3; 4; NSPP; 
